ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
SDNL,small_airport,Fazenda São Francisco do Itaquerê Airport,"-48.58610153198242, -21.759700775146484",1877,SA,BR,BR-SP,Nova Europa,SDNL,0,
SDNY,small_airport,Aeroclube Airport,"-43.46030044555664, -22.74530029296875",164,SA,BR,BR-RJ,Nova Iguaçu,SDNY,QNV,SDNY
SDOU,small_airport,Ourinhos Airport,"-49.913299560546875, -22.96649932861328",1532,SA,BR,BR-SP,Ourinhos,SDOU,OUS,SDOU
SDOW,small_airport,Ourilândia do Norte Airport,"-51.0499000549, -6.763100147250001",901,SA,BR,BR-PA,Ourilândia do Norte,SDOW,OIA,SDOW
SDPV,small_airport,Presidente Venceslau Airport,"-51.8843994140625, -21.893299102783203",1460,SA,BR,BR-SP,Presidente Venceslau,SDPV,0,
SDPW,small_airport,Piracicaba Airport,"-47.61819839477539, -22.71150016784668",1887,SA,BR,BR-SP,Piracicaba,SDPW,QHB,SDPW
SDRA,small_airport,Fazenda das Represas Airport,"-48.05179977416992, -23.875600814819336",2271,SA,BR,BR-SP,São Miguel Arcanjo,SDRA,0,
SDRK,small_airport,Rio Claro Airport,"-47.562113, -22.430104",1991,SA,BR,BR-SP,Rio Claro,SDRK,QIQ,
SDRS,small_airport,Resende Airport,"-44.4803009033, -22.4785003662",1320,SA,BR,BR-RJ,Resende,SDRS,REZ,SDRS
SDSC,small_airport,São Carlos Airport,"-47.90370178222656, -21.87540054321289",2649,SA,BR,BR-SP,São Carlos,SDSC,QSC,SDSC
SDSJ,small_airport,Fazenda São João Airport,"-47.93360137939453, -20.7455997467041",2172,SA,BR,BR-SP,Orlândia,SDSJ,0,
SDTO,small_airport,Fazenda Cataco Airport,"-49.79309844970703, -21.263599395751953",1447,SA,BR,BR-SP,Ubarana,SDTO,0,
SDUB,small_airport,Ubatuba Airport,"-45.075599670410156, -23.441099166870117",13,SA,BR,BR-SP,Ubatuba,SDUB,UBT,SDUB
SDUN,small_airport,Itaperuna Airport,"-41.8759002686, -21.219299316399997",410,SA,BR,BR-RJ,Itaperuna,SDUN,ITP,SDUN
SDUO,small_airport,Alagoinhas Airport,"-38.38019943237305, -12.175100326538086",568,SA,BR,BR-BA,Alagoinhas,SDUO,QGS,
SDVG,small_airport,Votuporanga Airport,"-50.00450134277344, -20.463199615478516",1667,SA,BR,BR-SP,Votuporanga,SDVG,VOT,SDVG
SDVS,small_airport,Fazenda Vassoural Airport,"-48.03419876098633, -21.072799682617188",1801,SA,BR,BR-SP,Pontal,SDVS,0,
SDYM,small_airport,Limeira Airport,"-47.411944, -22.603889",2172,SA,BR,BR-SP,Limeira,SDYM,QGB,
SDZY,medium_airport,Zona da Mata Regional Airport,"-43.1730575562, -21.5130558014",1348,SA,BR,BR-MG,Juiz De Fora,SBZM,IZA,
SEAM,medium_airport,Chachoán Airport,"-78.57460021972656, -1.2120699882507324",8502,SA,EC,EC-T,Ambato,SEAM,ATF,
SECO,medium_airport,Francisco De Orellana Airport,"-76.98680114746094, -0.4628860056400299",834,SA,EC,EC-D,Coca,SECO,OCC,
SECU,medium_airport,Mariscal Lamar Airport,"-78.9843978881836, -2.889470100402832",8306,SA,EC,EC-A,Cuenca,SECU,CUE,
SEGS,small_airport,Seymour Airport,"-90.26589965820312, -0.45375800132751465",207,SA,EC,EC-W,Baltra,SEGS,GPS,
SEGU,medium_airport,José Joaquín de Olmedo International Airport,"-79.88359832760001, -2.1574199199699997",19,SA,EC,EC-G,Guayaquil,SEGU,GYE,
SEII,small_airport,General Villamil Airport,"-90.9530029297, -0.942628026009",35,SA,EC,EC-W,Isabela,SEII,IBB,
SEJI,small_airport,Jipijapa Airport,"-80.66666412353516, -1",223,SA,EC,EC-M,Jipijapa,SEJI,JIP,
SELT,large_airport,Cotopaxi International Airport,"-78.6157989502, -0.9068329930310001",9205,SA,EC,EC-X,Latacunga,SELT,LTX,
SEMA,medium_airport,Jose Maria Velasco Ibarra Airport,"-79.94100189210002, -4.37823009491",1508,SA,EC,EC-L,Macará,SEMA,MRR,
SEMC,medium_airport,Coronel E Carvajal Airport,"-78.12079620361328, -2.2991700172424316",3452,SA,EC,EC-S,Macas,SEMC,XMS,
SEMH,medium_airport,General Manuel Serrano Airport,"-79.961601, -3.2689",11,SA,EC,EC-O,Machala,SEMH,MCH,
SEMT,medium_airport,Eloy Alfaro International Airport,"-80.67880249023438, -0.9460780024528503",48,SA,EC,EC-M,Manta,SEMT,MEC,
SENL,small_airport,Nueva Loja Airport,"-76.86750030520001, 0.0930560007691",980,SA,EC,EC-U,Lago Agrio,SENL,LGQ,
SEPT,small_airport,Putumayo Airport,"-75.85022, 0.115949",733,SA,EC,EC-U,Puerto Putumayo,SEPT,PYO,
SEPV,medium_airport,Reales Tamarindos Airport,"-80.47219848632812, -1.0416500568389893",130,SA,EC,EC-M,Portoviejo,SEPV,PVO,
SEQM,large_airport,Mariscal Sucre International Airport,"-78.3575, -0.129166666667",7841,SA,EC,EC-P,Quito,SEQM,UIO,UIO
SERO,medium_airport,Santa Rosa International Airport,"-79.996957, -3.441986",20,SA,EC,EC-O,Santa Rosa,SERO,ETR,
SESA,medium_airport,General Ulpiano Paez Airport,"-80.988899, -2.20499",18,SA,EC,EC-G,Salinas,SESA,SNC,
SESC,small_airport,Sucua Airport,"-78.16699981689453, -2.4830000400543213",3116,SA,EC,EC-S,Sucua,SESC,SUQ,
SESM,small_airport,Rio Amazonas Airport,"-78.0626983643, -1.5052399635299998",3465,SA,EC,EC-Y,Shell Mera,SESM,PTZ,
SEST,small_airport,San Cristóbal Airport,"-89.61740112304688, -0.9102060198783875",62,SA,EC,EC-W,San Cristóbal,SEST,SCY,
SESV,small_airport,Los Perales Airport,"-80.40270233154297, -0.6081110239028931",10,SA,EC,EC-M,Bahía de Caraquez,SESV,BHA,
SETH,small_airport,Taisha Airport,"-77.50279998779297, -2.3816699981689453",1669,SA,EC,EC-S,Taisha,SETH,TSC,
SETI,small_airport,Tiputini Airport,"-75.52639770507812, -0.7761110067367554",997,SA,EC,EC-D,Tiputini,SETI,TPN,
SETM,small_airport,Camilo Ponce Enriquez Airport,"-79.37190246582031, -3.995889902114868",4056,SA,EC,EC-L,La Toma (Catamayo),SETM,LOH,
SETN,small_airport,General Rivadeneira Airport,"-79.62660217285156, 0.9785190224647522",32,SA,EC,EC-E,Tachina,SETN,ESM,
SETR,medium_airport,Tarapoa Airport,"-76.33779907226562, -0.12295600026845932",814,SA,EC,EC-U,Tarapoa,SETR,TPC,
SETU,medium_airport,Teniente Coronel Luis a Mantilla Airport,"-77.70809936523438, 0.8095059990882874",9649,SA,EC,EC-C,Tulcán,SETU,TUA,
SFAL,medium_airport,Port Stanley Airport,"-57.777599334717, -51.685699462891",75,SA,FK,FK-U-A,Stanley,SFAL,PSY,
SFU,small_airport,Safia Airport,"148.636111111, -9.59305555556",430,OC,PG,PG-NPP,Safia,AYSF,SFU,SFA
SGAS,medium_airport,Silvio Pettirossi International Airport,"-57.52000045776367, -25.239999771118164",292,SA,PY,PY-11,Asunción,SGAS,ASU,
SGAY,medium_airport,Juan De Ayolas Airport,"-56.854064, -27.370554",223,SA,PY,PY-8,Ayolas,SGAY,AYO,
SGCO,small_airport,Teniente Col Carmelo Peralta Airport,"-57.427253, -23.442363",253,SA,PY,PY-1,Concepción,SGCO,CIO,
SGEN,small_airport,Encarnación Airport,"-55.837495, -27.227366",269,SA,PY,PY-7,Encarnación,SGEN,ENO,
SGES,medium_airport,Guarani International Airport,"-54.842682, -25.454516",846,SA,PY,PY-10,Ciudad del Este,SGES,AGT,
SGFI,small_airport,Filadelfia Airport,"-60.053604, -22.360477",423,SA,PY,PY-19,Filadelfia,SGFI,FLM,
SGME,medium_airport,Dr. Luis Maria Argaña International Airport,"-60.619998931884766, -22.049999237060547",553,SA,PY,PY-19,Mariscal Estigarribia,SGME,ESG,
SGPI,medium_airport,Carlos Miguel Gimenez Airport,"-58.318026, -26.881224",249,SA,PY,PY-12,Pilar,SGPI,PIL,
SGPJ,small_airport,Dr Augusto Roberto Fuster International Airport,"-55.83000183105469, -22.639999389648438",1873,SA,PY,PY-13,Pedro Juan Caballero,SGPJ,PJC,
SIAM,small_airport,Fazenda Palmital Airport,"-48.286399841308594, -20.696399688720703",1709,SA,BR,BR-SP,Morro Agudo,SIAM,0,
SIC,small_airport,San José Island Airport,"-79.078, 8.2622",150,NA,PA,PA-8,Las Perlas,,SIC,
SIII,small_airport,Doutor Heráclito da Motta Luiz Airport,"-48.22439956665039, -20.4330997467041",1798,SA,BR,BR-SP,Guaíra,SIII,0,
SILC,small_airport,Municipal Bom Futuro Airport,"-55.95025, -13.0378611111",1345,SA,BR,BR-MT,Lucas do Rio Verde,SILC,LVR,
SIMK,small_airport,Franca Airport,"-47.38290023803711, -20.592199325561523",3292,SA,BR,BR-SP,Franca,SIMK,FRC,SIMK
SISP,small_airport,Santa Paula Airport,"-49.39139938354492, -20.703899383544922",1860,SA,BR,BR-SP,Ipiguá,SISP,0,
SIZ,small_airport,Sissano Airport,"142.0445, -2.99944444444",27,OC,PG,PG-SAN,Sissano,AYZN,SIZ,SNO
SIZX,small_airport,Inácio Luís do Nascimento Airport,"-57.5495, -11.2966",870,SA,BR,BR-MT,Juara,SIZX,JUA,
SJHG,small_airport,Confresa Airport,"-51.5635986328125, -10.634400367736816",781,SA,BR,BR-MT,Confresa,SJHG,CFO,
SJNP,small_airport,Novo Progresso Airport,"-55.400833, -7.125833",794,SA,BR,BR-PA,Novo Progresso,SJNP,NPR,
SJRG,small_airport,Rio Grande Airport,"-52.163299, -32.081699",27,SA,BR,BR-RS,Rio Grande,SJRG,RIG,
SJTC,medium_airport,Bauru - Arealva Airport,"-49.0502866745, -22.166859140899998",1949,SA,BR,BR-SP,Bauru,SBAE,JTC,
SJVO,small_airport,Aragarças Airport,"-52.2411, -15.8994",1061,SA,BR,BR-GO,Aragarças,SJVO,ARS,
SK-0001,small_airport,Dobra Niva airfield,"19.101749, 48.488716",1143,EU,SK,SK-BC,ZVOLEN,,,LZNIVA
SK-001,small_airport,Arica Airport,"-71.7580604553, -2.14543733597",316,SA,CO,CO-AMA,Arica,,ACM,
SK-002,small_airport,El Encanto Airport,"-73.20472222219999, -1.7533333333299999",420,SA,CO,CO-AMA,El Encanto,,ECO,ECO
SK-005,small_airport,Arboletes Airport,"-76.4244, 8.85705",13,SA,CO,CO-ANT,Arboletes,,ARO,ARO
SK-008,small_airport,Jurado Airport,"-76.6, 6.516667",2184,SA,CO,CO-ANT,Jurado,SKJU,JUO,JUO
SK-020,small_airport,San Juan De Uraba Airport,"-76.533333, 8.766667",10,SA,CO,CO-ANT,San Juan De Uraba,,SJR,SJR
SK-021,small_airport,San Pedro Airport,"-76.380386, 8.28597",420,SA,CO,CO-ANT,San Pedro de Urabá,,NPU,PDA
SK-045,small_airport,Puerto Rico Airport,"-75.166667, 1.916667",980,SA,CO,CO-CAQ,Puerto Rico,,PCC,PCC
SK-046,small_airport,Solano Airport,"-75.2505, 0.702022",860,SA,CO,CO-CAQ,Solano,,SQF,SQF
SK-047,small_airport,Yari Airport,"-72.266667, -0.383333",569,SA,CO,CO-CAQ,Yari,,AYI,AYI
SK-048,small_airport,Aguaclara Airport,"-73.002778, 4.753611",1090,SA,CO,CO-CAS,Aguaclara,,ACL,ACL
SK-059,small_airport,Currillo Airport,"-72, 4.666667",495,SA,CO,CO-CAS,Currillo,,CUI,CUI
SK-115,small_airport,Paratebueno Airport,"-73.2, 4.383333",820,SA,CO,CO-CAS,Paratebueno,,EUO,EUO
SK-116,small_airport,Pore Airport,"-71.983333, 5.733333",975,SA,CO,CO-CAS,Pore,,PRE,POR
SK-120,small_airport,San Luis De Palenque Airport,"-71.7001, 5.400181",551,SA,CO,CO-CAS,San Luis De Palenque,,SQE,SQE
SK-131,small_airport,Tauramena Airport,"-72.7424, 5.01281",1462,SA,CO,CO-CAS,Tauramena,SKTA,TAU,TAU
SK-144,small_airport,Ayacucho Airport,"-73.616667, 8.6",415,SA,CO,CO-CES,Ayacucho,,AYC,AYC
SK-154,small_airport,Codazzi Airport,"-73.45, 9.6",439,SA,CO,CO-CES,Hacienda Borrero,,DZI,DZI
SK-174,small_airport,Las Flores Airport,"-73.2337, 10.096608",399,SA,CO,CO-CES,Codazzi,,DZI,LFL
SK-183,small_airport,San Juan Del César Airport,"-73.016667, 10.766667",3608,SA,CO,CO-CES,San Juan Del César,,SJH,SJH
SK-189,small_airport,Bahia Cupica Airport,"-77.3263, 6.55",200,SA,CO,CO-CHO,Bahía Cupica,,BHF,BHF
SK-193,small_airport,Gilgal Airport,"-77.083333, 8.333333",148,SA,CO,CO-CHO,Villa Claret,,GGL,GGL
SK-197,small_airport,Unguia Airport,"-77.083333, 8.033333",120,SA,CO,CO-CHO,Arquia,,UNC,UNC
SK-198,small_airport,Ayapel Airport,"-75.15, 8.3",120,SA,CO,CO-COR,Ayapel,,AYA,AYA
SK-209,small_airport,Barranco Minas Airport,"-69.8, 3.483333",430,SA,CO,CO-CUN,Barranco Minas,SKBM,NBB,
SK-217,small_airport,Medina Airport,"-73.283333, 4.516667",1315,SA,CO,CO-CUN,Medina,,MND,MND
SK-223,small_airport,Macanal Airport,"-67.583333, 2.566667",327,SA,CO,CO-GUA,Macanal,,NAD,NAD
SK-236,small_airport,Guacamayas Airport,"-74.95, 2.283333",1500,SA,CO,CO-HUI,Guacamayas,,GCA,GCA
SK-245,small_airport,Santana Ramos Airport,"-75.25, 2.216667",6017,SA,CO,CO-HUI,Santana Ramos,,SRO,SRO
SK-272,small_airport,Barranca De Upia Airport,"-72.966667, 4.583333",670,SA,CO,CO-MET,Barranca De Upia,,BAC,BAC
SK-277,small_airport,Caquetania Airport,"-74.216667, 2.033333",900,SA,CO,CO-MET,Caquetania,,CQT,CQT
SK-284,small_airport,El Recreo Airport,"-74.133333, 2",900,SA,CO,CO-MET,Ruperto Polania,,ELJ,ELJ
SK-307,small_airport,El Refugio/La Macarena Airport,"-73.7862, 2.1736",793,SA,CO,CO-MET,La Macarena,SKNA,LMC,LMC
SK-348,small_airport,Solita Airport,"-71.75, 3.016667",652,SA,CO,CO-MET,Solita,,SOH,SOH
SK-354,small_airport,Uribe Airport,"-74.4, 3.216667",2750,SA,CO,CO-MET,Uribe,,URI,URI
SK-360,small_airport,El Charco Airport,"-78.0941666667, 2.44944444444",25,SA,CO,CO-NAR,El Charco,SKEH,ECR,ECR
SK-367,small_airport,Santa Bárbara Airport,"-77.981753, 2.445825",10,SA,CO,CO-NAR,Iscuandé,,ISD,SBN
SK-392,small_airport,Zapatoca Airport,"-73.283333, 6.816667",6377,SA,CO,CO-SAN,Zapatoca,,AZT,AZT
SK-422,small_airport,Herrera Airport,"-75.85, 3.216667",5740,SA,CO,CO-TOL,Campiña,,HRR,HRR
SK-442,small_airport,Santa Ana Airport,"-75.021667, 4.408333",2192,SA,CO,CO-TOL,Piedras,,SQB,
SK-462,small_airport,La Primavera Airport,"-76.216667, 3.733333",3600,SA,CO,CO-VAC,Costa Rica,,LPE,LPE
SK-471,small_airport,Acaricuara Airport,"-70.133333, 0.533333",587,SA,CO,CO-VAU,Acaricuara,,ARF,ARF
SK-481,small_airport,Monfort Airport,"-69.75, 0.633333",630,SA,CO,CO-VAU,Monfort,,MFB,MFB
SK-482,small_airport,Morichal Airport,"-69.916667, 1.75",552,SA,CO,CO-VAU,Morichal,,MHF,MHF
SK-511,small_airport,Casuarito Airport,"-68.133333, 5.833333",245,SA,CO,CO-VID,Casuarito,,CSR,CSR
SK-521,small_airport,La Primavera Airport,"-70.4212, 5.4776",390,SA,CO,CO-VID,La Primavera,SKIM,LPE,PIM
SKAC,small_airport,Araracuara Airport,"-72.4083, -0.5833",1250,SA,CO,CO-CAQ,Araracuara,SKAC,ACR,ACR
SKAD,small_airport,Alcides Fernández Airport,"-77.3, 8.51667",50,SA,CO,CO-CHO,Acandí,SKAD,ACD,ACD
SKAM,small_airport,Amalfi Airport,"-75.0667, 6.91667",5507,SA,CO,CO-ANT,Amalfi,SKAM,AFI,AFI
SKAN,small_airport,Andes Airport,"-75.8833, 5.66667",3900,SA,CO,CO-ANT,Andes,SKAN,ADN,
SKAP,medium_airport,Gomez Nino Apiay Air Base,"-73.5627, 4.07607",1207,SA,CO,CO-MET,Apiay,SKAP,API,APY
SKAR,medium_airport,El Eden Airport,"-75.7664, 4.45278",3990,SA,CO,CO-QUI,Armenia,SKAR,AXM,AXM
SKAS,medium_airport,Tres De Mayo Airport,"-76.5008, 0.505228",815,SA,CO,CO-PUT,Puerto Asís,SKAS,PUU,PUU
SKBC,medium_airport,Las Flores Airport,"-73.9749, 9.04554",111,SA,CO,CO-MAG,El Banco,SKBC,ELB,ELB
SKBG,medium_airport,Palonegro Airport,"-73.1848, 7.1265",3897,SA,CO,CO-SAN,Bucaramanga,SKBG,BGA,BGA
SKBO,large_airport,El Dorado International Airport,"-74.1469, 4.70159",8361,SA,CO,CO-CUN,Bogota,SKBO,BOG,BOG
SKBQ,medium_airport,Ernesto Cortissoz International Airport,"-74.7808, 10.8896",98,SA,CO,CO-ATL,Barranquilla,SKBQ,BAQ,BAQ
SKBS,medium_airport,José Celestino Mutis Airport,"-77.3947, 6.20292",80,SA,CO,CO-CHO,Bahía Solano,SKBS,BSC,BSC
SKBU,medium_airport,Gerardo Tobar López Airport,"-76.9898, 3.81963",48,SA,CO,CO-VAC,Buenaventura,SKBU,BUN,BUN
SKCA,small_airport,Capurganá Airport,"-77.35, 8.63333",49,SA,CO,CO-CHO,Capurganá,SKCA,CPB,CPB
SKCC,medium_airport,Camilo Daza International Airport,"-72.5115, 7.92757",1096,SA,CO,CO-NSA,Cúcuta,SKCC,CUC,CUC
SKCD,small_airport,Mandinga Airport,"-76.7, 5.08333",213,SA,CO,CO-CHO,Condoto,SKCD,COG,COG
SKCG,medium_airport,Rafael Nuñez International Airport,"-75.513, 10.4424",4,SA,CO,CO-BOL,Cartagena,SKCG,CTG,CTG
SKCI,small_airport,Carimagua Airport,"-71.3364, 4.56417",700,SA,CO,CO-MET,Puerto López,SKCI,CCO,CCO
SKCL,medium_airport,Alfonso Bonilla Aragon International Airport,"-76.3816, 3.54322",3162,SA,CO,CO-VAC,Cali,SKCL,CLO,CLO
SKCM,small_airport,Cimitarra Airport,"-73.967, 6.367",740,SA,CO,CO-SAN,Cimitarra,SKCM,CIM,CIM
SKCN,small_airport,Cravo Norte Airport,"-70.2107, 6.31684",341,SA,CO,CO-ARA,Cravo Norte,SKCN,RAV,RAV
SKCO,medium_airport,La Florida Airport,"-78.7492, 1.81442",8,SA,CO,CO-NAR,Tumaco,SKCO,TCO,TCO
SKCR,small_airport,Carurú Airport,"-71.2961, 1.0136",820,SA,CO,CO-VAU,Carurú,SKCR,CUO,CRU
SKCU,medium_airport,Juan H White Airport,"-75.1985, 7.96847",174,SA,CO,CO-ANT,Caucasia,SKCU,CAQ,CAQ
SKCV,medium_airport,Coveñas Airport,"-75.6913, 9.40092",31,SA,CO,CO-SUC,Coveñas,SKCV,CVE,CVE
SKCZ,medium_airport,Las Brujas Airport,"-75.2856, 9.33274",528,SA,CO,CO-SUC,Corozal,SKCZ,CZU,CZU
SKEB,medium_airport,El Bagre Airport,"-74.8089, 7.59647",180,SA,CO,CO-ANT,El Bagre,SKEB,EBG,EBG
SKEJ,medium_airport,Yariguíes Airport,"-73.8068, 7.02433",412,SA,CO,CO-SAN,Barrancabermeja,SKEJ,EJA,EJA
SKFL,medium_airport,Gustavo Artunduaga Paredes Airport,"-75.5644, 1.58919",803,SA,CO,CO-CAQ,Florencia,SKFL,FLA,FLA
SKFU,small_airport,Fundación Airport,"-74.2, 10.5333",150,SA,CO,CO-MAG,Fundación,SKFU,FDA,FDA
SKGA,small_airport,La Gaviota Airport,"-70.925, 4.549722",,SA,CO,CO-VID,,SKGA,LGT,
SKGI,medium_airport,Santiago Vila Airport,"-74.7967, 4.27624",900,SA,CO,CO-CUN,Girardot,SKGI,GIR,GIR
SKGO,medium_airport,Santa Ana Airport,"-75.9557, 4.75818",2979,SA,CO,CO-VAC,Cartago,SKGO,CRC,CRC
SKGP,medium_airport,Juan Casiano Airport,"-77.8986, 2.57013",164,SA,CO,CO-CAU,Guapi,SKGP,GPI,GPI
SKHA,small_airport,Chaparral Airport,"-75.467, 3.717",2730,SA,CO,CO-TOL,Chaparral,SKHA,CPL,CPL
SKHC,small_airport,Hato Corozal Airport,"-71.75, 6.15",820,SA,CO,CO-CAS,Hato Corozal,SKHC,HTZ,HTZ
SKIB,medium_airport,Perales Airport,"-75.1333, 4.42161",2999,SA,CO,CO-TOL,Ibagué,SKIB,IBE,IBE
SKIG,small_airport,Chigorodó Airport,"-76.6865, 7.68038",110,SA,CO,CO-ANT,Chigorodó,SKIG,IGO,IGO
SKIP,medium_airport,San Luis Airport,"-77.6718, 0.861925",9765,SA,CO,CO-NAR,Ipiales,SKIP,IPI,IPI
SKLC,medium_airport,Antonio Roldan Betancourt Airport,"-76.7164, 7.81196",46,SA,CO,CO-ANT,Carepa,SKLC,APO,APO
SKLG,small_airport,Caucaya Airport,"-74.7708, -0.182278",573,SA,CO,CO-PUT,Puerto Leguízamo,SKLG,LQM,LQM
SKLM,medium_airport,Jorge Isaac Airport,"-72.4901, 11.2325",281,SA,CO,CO-LAG,La Mina-Maicao,SKLM,MCJ,LMA
SKLP,small_airport,La Pedrera Airport,"-69.5797, -1.32861",590,SA,CO,CO-AMA,La Pedrera,SKLP,LPD,LPD
SKLT,medium_airport,Alfredo Vásquez Cobo International Airport,"-69.9432, -4.19355",277,SA,CO,CO-AMA,Leticia,SKLT,LET,LET
SKMD,medium_airport,Enrique Olaya Herrera Airport,"-75.590582, 6.220549",4949,SA,CO,CO-ANT,Medellín,SKMD,EOH,EOH
SKMF,small_airport,Miraflores Airport,"-71.9444, 1.35",730,SA,CO,CO-GUV,Miraflores,SKMF,MFS,MFS
SKMG,medium_airport,Baracoa Airport,"-74.8461, 9.28474",178,SA,CO,CO-BOL,Magangué,SKMG,MGN,MGN
SKML,small_airport,Montelibano Airport,"-75.4325, 7.97174",160,SA,CO,CO-COR,Montelíbano,SKML,MTB,MTB
SKMR,medium_airport,Los Garzones Airport,"-75.8258, 8.82374",36,SA,CO,CO-COR,Montería,SKMR,MTR,MTR
SKMU,medium_airport,Fabio Alberto Leon Bentley Airport,"-70.2339, 1.25366",680,SA,CO,CO-VAU,Mitú,SKMU,MVP,MVP
SKMZ,medium_airport,La Nubia Airport,"-75.4647, 5.0296",6871,SA,CO,CO-CAL,Manizales,SKMZ,MZL,MZL
SKNC,small_airport,Necocli Airport,"-76.7833, 8.45",19,SA,CO,CO-ANT,Necocli,SKNC,NCI,NCI
SKNQ,small_airport,Reyes Murillo Airport,"-77.2806, 5.6964",12,SA,CO,CO-CHO,Nuquí,SKNQ,NQU,NQU
SKNV,medium_airport,Benito Salas Airport,"-75.294, 2.95015",1464,SA,CO,CO-HUI,Neiva,SKNV,NVA,NVA
SKOC,medium_airport,Aguas Claras Airport,"-73.3583, 8.31506",3850,SA,CO,CO-NSA,Ocaña,SKOC,OCV,OCV
SKOE,small_airport,Orocue Airport,"-71.3564, 4.79222",434,SA,CO,CO-CAS,Orocue,SKOE,ORC,ORC
SKPC,medium_airport,German Olano Airport,"-67.4932, 6.18472",177,SA,CO,CO-VID,Puerto Carreño,SKPC,PCR,PCR
SKPD,medium_airport,Obando Airport,"-67.9062, 3.85353",460,SA,CO,CO-GUA,Puerto Inírida,SKPD,PDA,PDA
SKPE,medium_airport,Matecaña International Airport,"-75.7395, 4.81267",4416,SA,CO,CO-RIS,Pereira,SKPE,PEI,PEI
SKPI,medium_airport,Pitalito Airport,"-76.0857, 1.85777",4212,SA,CO,CO-HUI,Pitalito,SKPI,PTX,
SKPL,small_airport,Plato Airport,"-74.7833, 9.8",69,SA,CO,CO-MAG,Plato,SKPL,PLT,PLT
SKPN,small_airport,Puerto Nare Airport,"-74.5906, 6.21002",476,SA,CO,CO-ANT,Armenia,SKPN,NAR,NAR
SKPP,medium_airport,Guillermo León Valencia Airport,"-76.6093, 2.4544",5687,SA,CO,CO-CAU,Popayán,SKPP,PPN,PPN
SKPQ,medium_airport,German Olano Air Base,"-74.6574, 5.48361",566,SA,CO,CO-CUN,La Dorada,SKPQ,PAL,PQE
SKPR,small_airport,Puerto Berrio Airport,"-74.4105, 6.46034",445,SA,CO,CO-ANT,Puerto Berrio,SKPR,PBE,PBE
SKPS,medium_airport,Antonio Narino Airport,"-77.2915, 1.39625",5951,SA,CO,CO-NAR,Pasto,SKPS,PSO,PSO
SKPV,medium_airport,El Embrujo Airport,"-81.3583, 13.3569",10,SA,CO,CO-SAP,Providencia,SKPV,PVA,PVA
SKPZ,medium_airport,Paz De Ariporo Airport,"-71.8866, 5.87615",900,SA,CO,CO-CAS,Paz De Ariporo,SKPZ,PZA,PZA
SKQU,medium_airport,Mariquita Airport,"-74.8836, 5.21256",1531,SA,CO,CO-TOL,Mariquita,SKQU,MQU,MQU
SKRG,medium_airport,Jose Maria Córdova International Airport,"-75.4231, 6.16454",6955,SA,CO,CO-ANT,Medellín,SKRG,MDE,MDE
SKRH,medium_airport,Almirante Padilla Airport,"-72.926, 11.5262",43,SA,CO,CO-LAG,Riohacha,SKRH,RCH,RCH
SKSA,small_airport,Los Colonizadores Airport,"-71.857179, 6.951868",680,SA,CO,CO-ARA,Saravena,SKSA,RVE,SRV
SKSJ,medium_airport,Jorge E. Gonzalez Torres Airport,"-72.6394, 2.57969",605,SA,CO,CO-GUV,San José Del Guaviare,SKSJ,SJE,SJE
SKSL,small_airport,Santa Rosalia Airport,"-70.8682, 5.1309",400,SA,CO,CO-VID,Santa Rosalia,SKSL,SSL,
SKSM,medium_airport,Simón Bolívar International Airport,"-74.2306, 11.1196",22,SA,CO,CO-MAG,Santa Marta,SKSM,SMR,SMR
SKSO,small_airport,Alberto Lleras Camargo Airport,"-72.9703, 5.67732",8155,SA,CO,CO-BOY,Sogamoso,SKSO,SOX,SOX
SKSP,medium_airport,Gustavo Rojas Pinilla International Airport,"-81.7112, 12.5836",19,SA,CO,CO-SAP,San Andrés,SKSP,ADZ,ADZ
SKSR,small_airport,San Marcos Airport,"-75.156, 8.69",140,SA,CO,CO-SUC,San Marcos,SKSR,SRS,
SKSV,medium_airport,Eduardo Falla Solano Airport,"-74.7663, 2.15217",920,SA,CO,CO-CAQ,San Vicente Del Caguán,SKSV,SVI,SVI
SKTB,small_airport,Tibú Airport,"-72.7304, 8.63152",194,SA,CO,CO-NSA,Tibú,SKTB,TIB,TBU
SKTD,small_airport,Trinidad Airport,"-71.6625, 5.43278",649,SA,CO,CO-CAS,Trinidad,SKTD,TDA,TDA
SKTL,small_airport,Golfo de Morrosquillo Airport,"-75.5854, 9.50945",16,SA,CO,CO-SUC,Tolú,SKTL,TLU,TLU
SKTM,medium_airport,Gustavo Vargas Airport,"-71.7603, 6.45108",1050,SA,CO,CO-ARA,Tame,SKTM,TME,TME
SKTQ,medium_airport,Tres Esquinas Air Base,"-75.234, 0.7459",585,SA,CO,CO-CAQ,Tres Esquinas,SKTQ,TQS,TQS
SKTU,small_airport,Gonzalo Mejía Airport,"-76.7415, 8.07453",6,SA,CO,CO-ANT,Turbo,SKTU,TRB,TRB
SKUC,medium_airport,Santiago Perez Airport,"-70.7369, 7.06888",420,SA,CO,CO-ARA,Arauca,SKUC,AUC,AUC
SKUI,medium_airport,El Caraño Airport,"-76.6412, 5.69076",204,SA,CO,CO-CHO,Quibdó,SKUI,UIB,UIB
